Timestamp,Class,Confidence,X1,Y1,X2,Y2
2026-08-22 00:12:23.786,person,0.73,121,38,638,480
2026-08-22 00:12:23.786,toothbrush,0.49,187,197,370,439
2026-08-22 00:12:23.847,person,0.73,121,38,638,480
2026-08-22 00:12:23.847,toothbrush,0.49,187,197,370,439
2026-08-22 00:12:23.910,person,0.74,105,44,640,479
2026-08-22 00:12:23.910,toothbrush,0.59,220,198,365,436
2026-08-22 00:12:23.910,baseball bat,0.26,222,200,364,432
2026-08-22 00:12:23.990,person,0.74,134,38,640,479
2026-08-22 00:12:23.990,toothbrush,0.37,199,198,366,438
2026-08-22 00:12:24.054,person,0.74,134,38,640,479
2026-08-22 00:12:24.054,toothbrush,0.37,199,198,366,438
2026-08-22 00:12:24.116,person,0.62,134,11,638,479
2026-08-22 00:12:24.116,toothbrush,0.46,172,198,371,436
2026-08-22 00:12:24.173,person,0.65,127,9,640,478
2026-08-22 00:12:24.240,person,0.67,102,20,639,479
2026-08-22 00:12:24.302,person,0.67,102,20,639,479
2026-08-22 00:12:24.357,person,0.73,125,20,640,478
2026-08-22 00:12:24.419,person,0.74,131,18,640,478
2026-08-22 00:12:24.484,person,0.74,131,18,640,478
2026-08-22 00:12:24.549,person,0.70,88,14,639,478
2026-08-22 00:12:24.613,person,0.68,132,61,640,478
2026-08-22 00:12:24.676,person,0.68,132,61,640,478
2026-08-22 00:12:24.739,person,0.41,313,63,638,406
2026-08-22 00:12:24.739,person,0.41,25,0,639,480
2026-08-22 00:12:24.798,person,0.57,161,26,638,479
2026-08-22 00:12:24.798,person,0.27,298,65,633,432
2026-08-22 00:12:24.865,person,0.65,95,25,635,479
2026-08-22 00:12:24.926,person,0.73,228,50,638,478
2026-08-22 00:12:24.991,person,0.79,232,56,639,479
2026-08-22 00:12:25.050,person,0.73,232,54,638,479
2026-08-22 00:12:25.112,person,0.73,232,54,638,479
2026-08-22 00:12:25.175,person,0.47,226,59,637,477
2026-08-22 00:12:25.175,person,0.27,304,62,623,385
2026-08-22 00:12:25.247,person,0.65,228,36,638,479
2026-08-22 00:12:25.247,person,0.44,53,39,638,479
2026-08-22 00:12:25.316,person,0.65,228,36,638,479
2026-08-22 00:12:25.316,person,0.44,53,39,638,479
2026-08-22 00:12:25.370,person,0.71,214,19,637,479
2026-08-22 00:12:25.370,person,0.39,43,37,638,478
2026-08-22 00:12:25.439,person,0.71,214,19,637,479
2026-08-22 00:12:25.439,person,0.39,43,37,638,478
2026-08-22 00:12:25.501,person,0.63,220,57,638,480
2026-08-22 00:12:25.563,person,0.63,220,57,638,480
2026-08-22 00:12:25.631,person,0.67,225,48,639,479
2026-08-22 00:12:25.687,person,0.71,226,44,638,479
2026-08-22 00:12:25.749,person,0.71,226,44,638,479
2026-08-22 00:12:25.808,person,0.82,227,51,638,479
2026-08-22 00:12:25.875,person,0.86,227,54,638,479
2026-08-22 00:12:25.933,person,0.86,227,54,638,479
2026-08-22 00:12:25.987,person,0.58,129,52,638,479
2026-08-22 00:12:26.048,person,0.58,129,52,638,479
2026-08-22 00:12:26.108,person,0.83,149,60,639,479
2026-08-22 00:12:26.159,person,0.81,177,60,638,478
2026-08-22 00:12:26.218,person,0.81,177,60,638,478
2026-08-22 00:12:26.283,person,0.81,177,60,638,478
2026-08-22 00:12:26.343,person,0.88,232,60,639,478
2026-08-22 00:12:26.399,person,0.82,234,47,639,479
2026-08-22 00:12:26.458,person,0.82,234,47,639,479
2026-08-22 00:12:26.516,person,0.81,237,53,637,478
2026-08-22 00:12:26.577,person,0.82,235,56,638,478
2026-08-22 00:12:26.641,person,0.82,235,56,638,478
2026-08-22 00:12:26.706,person,0.80,247,60,637,479
2026-08-22 00:12:26.764,person,0.78,254,63,636,479
2026-08-22 00:12:26.828,person,0.83,240,59,638,479
2026-08-22 00:12:26.890,person,0.84,235,59,639,479
2026-08-22 00:12:26.947,person,0.89,233,58,638,478
2026-08-22 00:12:27.015,person,0.86,235,59,637,478
2026-08-22 00:12:27.077,person,0.86,235,59,637,478
2026-08-22 00:12:27.140,person,0.86,235,59,637,478
2026-08-22 00:12:27.200,person,0.86,235,59,637,478
2026-08-22 00:12:27.267,person,0.81,234,48,638,479
2026-08-22 00:12:27.326,person,0.81,209,52,638,478
2026-08-22 00:12:27.326,chair,0.27,234,341,302,479
2026-08-22 00:12:27.387,person,0.81,209,52,638,478
2026-08-22 00:12:27.387,chair,0.27,234,341,302,479
2026-08-22 00:12:27.453,person,0.84,234,51,638,479
2026-08-22 00:12:27.453,chair,0.27,233,325,309,479
2026-08-22 00:12:27.516,person,0.87,237,50,638,480
2026-08-22 00:12:27.516,chair,0.41,233,328,304,479
2026-08-22 00:12:27.581,person,0.82,220,50,636,479
2026-08-22 00:12:27.581,chair,0.27,233,329,302,479
2026-08-22 00:12:27.639,person,0.85,229,52,638,479
2026-08-22 00:12:27.639,chair,0.28,233,329,301,479
2026-08-22 00:12:27.697,person,0.86,232,52,637,479
2026-08-22 00:12:27.697,chair,0.28,233,331,301,479
2026-08-22 00:12:27.757,person,0.85,232,52,638,479
2026-08-22 00:12:27.757,chair,0.35,233,329,305,479
2026-08-22 00:12:27.830,person,0.84,229,52,637,479
2026-08-22 00:12:27.831,chair,0.33,233,323,310,479
2026-08-22 00:12:27.888,person,0.84,229,52,637,479
2026-08-22 00:12:27.888,chair,0.33,233,323,310,479
2026-08-22 00:12:27.948,person,0.80,242,57,638,479
2026-08-22 00:12:28.016,person,0.80,242,57,638,479
2026-08-22 00:12:28.075,person,0.83,243,53,637,479
2026-08-22 00:12:28.075,chair,0.29,232,325,312,479
2026-08-22 00:12:28.140,person,0.80,247,61,638,479
2026-08-22 00:12:28.141,chair,0.37,231,324,312,479
2026-08-22 00:12:28.201,person,0.80,247,61,638,479
2026-08-22 00:12:28.201,chair,0.37,231,324,312,479
2026-08-22 00:12:28.263,person,0.80,236,53,638,480
2026-08-22 00:12:28.263,chair,0.42,232,325,312,479
2026-08-22 00:12:28.324,person,0.80,236,53,638,480
2026-08-22 00:12:28.324,chair,0.42,232,325,312,479
2026-08-22 00:12:28.390,person,0.79,233,61,636,478
2026-08-22 00:12:28.463,person,0.82,191,52,638,478
2026-08-22 00:12:28.524,person,0.82,191,52,638,478
2026-08-22 00:12:28.591,person,0.83,60,34,639,479
2026-08-22 00:12:28.656,person,0.83,60,34,639,479
2026-08-22 00:12:28.716,person,0.74,215,53,638,480
2026-08-22 00:12:28.776,person,0.75,220,38,638,479
